ID,grp,t,y,grp_cat
1,0,0,89.71236076,0
1,0,1,54.99046958,0
1,0,2,33.3105007,0
1,0,3,23.19176941,0
1,0,4,12.73422506,0
1,0,5,6.99160824,0
1,0,6,5.34370588,0
1,0,7,3.071898044,0
1,0,8,1.676859234,0
1,0,9,0.966685104,0
1,0,10,1.087228445,0
1,0,11,-0.683613761,0
1,0,12,-0.939332556,0
1,0,13,1.775114881,0
1,0,14,-1.994562302,0
1,0,15,0.044135822,0
1,0,16,-1.078266581,0
1,0,17,0.266259952,0
1,0,18,0.995884305,0
1,0,19,-2.092045052,0
2,1,0,90.88843991,1
2,1,1,60.67266135,1
2,1,2,40.81674791,1
2,1,3,28.46092947,1
2,1,4,23.63794617,1
2,1,5,18.03739536,1
2,1,6,15.41025243,1
2,1,7,14.10793482,1
2,1,8,13.81078616,1
2,1,9,11.21445944,1
2,1,10,10.27575048,1
2,1,11,11.95339091,1
2,1,12,9.436954998,1
2,1,13,9.048571959,1
2,1,14,9.597359991,1
2,1,15,12.52356777,1
2,1,16,9.21382726,1
2,1,17,10.43982827,1
2,1,18,8.834933241,1
2,1,19,8.831533118,1
3,0,0,89.67129434,0
3,0,1,56.79465439,0
3,0,2,33.67049406,0
3,0,3,21.86970616,0
3,0,4,11.49319232,0
3,0,5,7.577420621,0
3,0,6,4.138358743,0
3,0,7,2.659133434,0
3,0,8,3.10680792,0
3,0,9,1.043814622,0
3,0,10,0.883220566,0
3,0,11,0.693867628,0
3,0,12,-0.342387438,0
3,0,13,-1.259991066,0
3,0,14,-0.225137082,0
3,0,15,0.195187767,0
3,0,16,1.060880619,0
3,0,17,-0.227618982,0
3,0,18,-0.283704661,0
3,0,19,1.628411407,0
4,1,0,89.19375357,1
4,1,1,60.81692472,1
4,1,2,41.16760184,1
4,1,3,30.41658765,1
4,1,4,21.05005354,1
4,1,5,17.40827992,1
4,1,6,14.70473242,1
4,1,7,14.13726663,1
4,1,8,11.49117887,1
4,1,9,11.52176581,1
4,1,10,10.34160543,1
4,1,11,9.616255886,1
4,1,12,10.97114889,1
4,1,13,9.705591377,1
4,1,14,11.44065641,1
4,1,15,10.4893313,1
4,1,16,9.866205394,1
4,1,17,10.45432032,1
4,1,18,9.947044062,1
4,1,19,10.43602529,1
5,0,0,89.55232942,0
5,0,1,51.66632223,0
5,0,2,32.32832749,0
5,0,3,19.89072832,0
5,0,4,10.50705879,0
5,0,5,5.743763603,0
5,0,6,3.649295752,0
5,0,7,1.912936188,0
5,0,8,1.856394695,0
5,0,9,0.978305118,0
5,0,10,1.523927798,0
5,0,11,1.930422384,0
5,0,12,0.131951628,0
5,0,13,0.049705602,0
5,0,14,0.278695461,0
5,0,15,-0.335872415,0
5,0,16,-0.128371722,0
5,0,17,-0.123634463,0
5,0,18,0.233512238,0
5,0,19,0.104925497,0
6,1,0,89.76171823,1
6,1,1,58.79640142,1
6,1,2,39.51349775,1
6,1,3,28.88288414,1
6,1,4,21.02703825,1
6,1,5,16.08497469,1
6,1,6,13.83948386,1
6,1,7,11.80383282,1
6,1,8,11.7235192,1
6,1,9,11.77446943,1
6,1,10,11.19899343,1
6,1,11,10.54832079,1
6,1,12,10.12181244,1
6,1,13,10.42072407,1
6,1,14,10.02682067,1
6,1,15,8.009359233,1
6,1,16,10.39112268,1
6,1,17,9.648910003,1
6,1,18,11.28297108,1
6,1,19,12.17909061,1
7,0,0,88.74652848,0
7,0,1,57.26781721,0
7,0,2,35.82080329,0
7,0,3,21.95688265,0
7,0,4,14.77583649,0
7,0,5,9.619859929,0
7,0,6,5.515222883,0
7,0,7,3.232502678,0
7,0,8,1.131221453,0
7,0,9,0.766625118,0
7,0,10,0.638384042,0
7,0,11,0.292990487,0
7,0,12,1.291355488,0
7,0,13,-0.058492041,0
7,0,14,2.020881208,0
7,0,15,-0.355959386,0
7,0,16,1.617091689,0
7,0,17,0.183022243,0
7,0,18,-1.077262075,0
7,0,19,0.57700849,0
8,1,0,90.03445683,1
8,1,1,58.07128768,1
8,1,2,40.16718162,1
8,1,3,28.25910584,1
8,1,4,21.76167182,1
8,1,5,15.48371542,1
8,1,6,13.37822033,1
8,1,7,11.37462641,1
8,1,8,8.426559705,1
8,1,9,11.21088515,1
8,1,10,11.77474443,1
8,1,11,10.99718633,1
8,1,12,8.869666414,1
8,1,13,9.272773584,1
8,1,14,8.28831273,1
8,1,15,11.28069554,1
8,1,16,9.697844609,1
8,1,17,9.054675334,1
8,1,18,10.89516566,1
8,1,19,9.758462656,1
9,0,0,88.46021267,0
9,0,1,56.05653299,0
9,0,2,34.97664996,0
9,0,3,21.94182645,0
9,0,4,13.97736231,0
9,0,5,7.821719753,0
9,0,6,5.89547842,0
9,0,7,2.067784441,0
9,0,8,3.376499183,0
9,0,9,0.658372134,0
9,0,10,1.217601093,0
9,0,11,1.088624266,0
9,0,12,-0.011192533,0
9,0,13,-1.429373368,0
9,0,14,-0.24099146,0
9,0,15,-0.52817492,0
9,0,16,-0.365493954,0
9,0,17,0.852763307,0
9,0,18,0.680993126,0
9,0,19,0.227132631,0
10,1,0,89.2323085,1
10,1,1,67.23902936,1
10,1,2,45.69386341,1
10,1,3,33.88449916,1
10,1,4,27.74679177,1
10,1,5,24.60775723,1
10,1,6,17.77505306,1
10,1,7,14.26320741,1
10,1,8,13.32372436,1
10,1,9,15.0975494,1
10,1,10,10.95265383,1
10,1,11,10.65305327,1
10,1,12,10.5050876,1
10,1,13,11.25987076,1
10,1,14,11.00033504,1
10,1,15,9.753397446,1
10,1,16,8.196745267,1
10,1,17,11.94907845,1
10,1,18,8.778094445,1
10,1,19,9.511600558,1
11,0,0,90.18975796,0
11,0,1,57.22400273,0
11,0,2,34.6350836,0
11,0,3,22.94301313,0
11,0,4,15.16647604,0
11,0,5,9.482005806,0
11,0,6,6.547689201,0
11,0,7,2.689117684,0
11,0,8,2.119617172,0
11,0,9,2.506660027,0
11,0,10,1.398973884,0
11,0,11,0.944828371,0
11,0,12,1.402467168,0
11,0,13,-0.246953373,0
11,0,14,0.744570662,0
11,0,15,-0.753480826,0
11,0,16,-0.231697882,0
11,0,17,0.165217909,0
11,0,18,0.565717474,0
11,0,19,-2.67133024,0
12,1,0,91.14567758,1
12,1,1,60.79028138,1
12,1,2,43.06004637,1
12,1,3,31.06831512,1
12,1,4,23.217965,1
12,1,5,18.09231756,1
12,1,6,15.64043427,1
12,1,7,13.07709708,1
12,1,8,12.62714424,1
12,1,9,11.61509767,1
12,1,10,11.63420081,1
12,1,11,9.824686095,1
12,1,12,9.92743476,1
12,1,13,10.60905361,1
12,1,14,9.0250171,1
12,1,15,9.703102664,1
12,1,16,10.3517986,1
12,1,17,11.83281999,1
12,1,18,10.84244866,1
12,1,19,8.701251862,1
13,0,0,88.10624542,0
13,0,1,52.57216925,0
13,0,2,30.87296053,0
13,0,3,18.35251565,0
13,0,4,11.69115424,0
13,0,5,7.754890431,0
13,0,6,4.121677338,0
13,0,7,2.739623282,0
13,0,8,-0.495455126,0
13,0,9,1.334343283,0
13,0,10,1.32879024,0
13,0,11,-0.538123772,0
13,0,12,-0.349912872,0
13,0,13,-0.141792856,0
13,0,14,-0.437946439,0
13,0,15,0.299329974,0
13,0,16,-0.621044608,0
13,0,17,-0.463772066,0
13,0,18,-0.750989177,0
13,0,19,0.747306684,0
14,1,0,88.7407264,1
14,1,1,60.11530969,1
14,1,2,40.55013931,1
14,1,3,28.57528468,1
14,1,4,21.66576888,1
14,1,5,19.5227907,1
14,1,6,14.79565175,1
14,1,7,13.97448595,1
14,1,8,12.28510568,1
14,1,9,10.84377958,1
14,1,10,9.178787109,1
14,1,11,11.54942575,1
14,1,12,10.49981762,1
14,1,13,10.56561498,1
14,1,14,10.49122304,1
14,1,15,9.803490745,1
14,1,16,9.685063836,1
14,1,17,9.291424377,1
14,1,18,7.579739201,1
14,1,19,8.386714939,1
15,0,0,91.69991322,0
15,0,1,53.16359175,0
15,0,2,34.66463797,0
15,0,3,21.70999775,0
15,0,4,11.99239196,0
15,0,5,9.052075635,0
15,0,6,4.423642661,0
15,0,7,3.073974073,0
15,0,8,3.239427732,0
15,0,9,0.685459908,0
15,0,10,0.53280233,0
15,0,11,1.687785624,0
15,0,12,0.147676731,0
15,0,13,-0.308436831,0
15,0,14,1.188257254,0
15,0,15,-0.420647574,0
15,0,16,1.377173426,0
15,0,17,-0.330108331,0
15,0,18,0.539211756,0
15,0,19,-2.72556103,0
16,1,0,88.58595678,1
16,1,1,66.27046184,1
16,1,2,45.92898778,1
16,1,3,34.38293135,1
16,1,4,25.65304186,1
16,1,5,20.16337624,1
16,1,6,14.05873435,1
16,1,7,14.57710201,1
16,1,8,12.44577015,1
16,1,9,13.32634817,1
16,1,10,10.87867399,1
16,1,11,12.24217942,1
16,1,12,11.29450629,1
16,1,13,11.10024957,1
16,1,14,9.503214306,1
16,1,15,8.253580346,1
16,1,16,10.54201124,1
16,1,17,10.51541003,1
16,1,18,8.508460272,1
16,1,19,9.937855342,1
17,0,0,89.65368663,0
17,0,1,54.37165991,0
17,0,2,32.09236907,0
17,0,3,19.48253415,0
