ID,grp,t,y,grp_cat
1,0,0,-0.287639244,0
1,0,1,22.624594,0
1,0,2,39.29856192,0
1,0,3,54.95606687,0
1,0,4,61.99553221,0
1,0,5,68.2482609,0
1,0,6,74.90369862,0
1,0,7,78.43279762,0
1,0,8,81.12558758,0
1,0,9,83.31909748,0
1,0,10,85.51715827,0
1,0,11,85.24236733,0
1,0,12,86.07013996,0
1,0,13,89.57320453,0
1,0,14,86.3799946,0
1,0,15,88.84163672,0
1,0,16,88.03051438,0
1,0,17,89.60474514,0
1,0,18,90.50425352,0
1,0,19,87.54220053,0
2,1,0,0.888439907,1
2,1,1,38.30036125,1
2,1,2,59.01493723,1
2,1,3,71.05819175,1
2,1,4,80.9454683,1
2,1,5,84.23595435,1
2,1,6,86.99603781,1
2,1,7,88.96599051,1
2,1,8,90.66130133,1
2,1,9,89.28106708,1
2,1,10,89.08632982,1
2,1,11,91.22014455,1
2,1,12,88.98403126,1
2,1,13,88.76827323,1
2,1,14,89.42358108,1
2,1,15,92.41564543,1
2,1,16,89.1466964,1
2,1,17,90.39800787,1
2,1,18,88.80884358,1
2,1,19,88.81523554,1
3,0,0,-0.328705663,0
3,0,1,23.66824622,0
3,0,2,38.61100219,0
3,0,3,52.54139523,0
3,0,4,59.73221599,0
3,0,5,67.92966754,0
3,0,6,72.92417256,0
3,0,7,77.37113573,0
3,0,8,82.01935186,0
3,0,9,82.95765226,0
3,0,10,84.95711272,0
3,0,11,86.33249883,0
3,0,12,86.43625852,0
3,0,13,86.35340044,0
3,0,14,88.00212633,0
3,0,15,88.8755702,0
3,0,16,90.07678189,0
3,0,17,89.03738553,0
3,0,18,89.16665948,0
3,0,19,91.21696198,0
4,1,0,-0.806246431,1
4,1,1,39.06127561,1
4,1,2,60.10808897,1
4,1,3,73.68568546,1
4,1,4,78.89941795,1
4,1,5,84.01753389,1
4,1,6,86.59007867,1
4,1,7,89.20825499,1
4,1,8,88.49030277,1
4,1,9,89.69069723,1
4,1,10,89.22191966,1
4,1,11,88.93015708,1
4,1,12,90.54990084,1
4,1,13,89.44646596,1
4,1,14,91.28097218,1
4,1,15,90.39075958,1
4,1,16,89.80526022,1
4,1,17,90.4165821,1
4,1,18,89.92364289,1
4,1,19,90.4214952,1
5,0,0,-0.447670583,0
5,0,1,22.061418,0
5,0,2,42.0647823,0
5,0,3,55.50871078,0
5,0,4,63.3225754,0
5,0,5,70.10006459,0
5,0,6,75.82497294,0
5,0,7,79.43522156,0
5,0,8,83.06588355,0
5,0,9,84.75068014,0
5,0,10,87.09042158,0
5,0,11,88.76086688,0
5,0,12,87.85783997,0
5,0,13,88.4130689,0
5,0,14,89.09779555,0
5,0,15,88.81021238,0
5,0,16,89.25303798,0
5,0,17,89.4275717,0
5,0,18,89.90749914,0
5,0,19,89.86785679,0
6,1,0,-0.238281772,1
6,1,1,40.45525781,1
